# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr  9 16:34:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec
Kepler-1382 b,CONFIRMED,16.358348200,1.0310000e-04,-1.0310000e-04,0.8870,0.0060,-0.6320,9.85800,0.14800,-0.14800,1.1640e+02,4.400e+00,-4.400e+00,2.23,4.200e-01,-5.200e-01,0.1404,,,81.83,,,959.0,,,200.10,103.95,-92.05,6133.00,111.00,-135.00,4.084,0.174,-0.130,1.7650,0.3340,-0.4090,1.3770,0.1150,-0.1400,,,,295.377380,39.048031
Kepler-1383 b,CONFIRMED,13.909354400,1.6610000e-04,-1.6610000e-04,0.1320,0.3130,-0.1320,6.76500,0.28400,-0.28400,8.6800e+01,6.200e+00,-6.200e+00,1.33,2.400e-01,-2.300e-01,0.1179,,,89.52,,,928.0,,,175.14,84.27,-59.91,6052.00,82.00,-82.00,4.183,0.154,-0.112,1.4240,0.2630,-0.2370,1.1280,0.1110,-0.0830,,,,297.944760,42.191879
Kepler-398 b,CONFIRMED,4.081411554,8.9000000e-06,-8.9000000e-06,0.8760,0.0500,-0.6140,2.32390,0.05470,-0.05470,1.7190e+02,5.300e+00,-5.300e+00,1.00,7.000e-02,-3.000e-02,0.0438,,,82.74,,,755.0,,,77.00,18.58,-10.17,4498.00,90.00,-90.00,4.661,0.012,-0.042,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420,,,,291.468660,40.343849
Kepler-398 c,CONFIRMED,11.419419280,4.9650000e-05,-4.9650000e-05,0.9180,0.0350,-0.6740,3.30750,0.09070,-0.09070,1.5050e+02,7.100e+00,-7.100e+00,0.99,7.000e-02,-3.000e-02,0.0871,,,85.38,,,536.0,,,19.47,4.70,-2.57,4498.00,90.00,-90.00,4.661,0.012,-0.042,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420,,,,291.468660,40.343849
Kepler-398 d,CONFIRMED,6.834406740,1.9240000e-05,-1.9240000e-05,0.8710,0.0380,-0.6090,2.27260,0.06090,-0.06090,1.7710e+02,6.800e+00,-6.800e+00,1.01,7.000e-02,-3.000e-02,0.0618,,,85.83,,,636.0,,,38.68,9.33,-5.11,4498.00,90.00,-90.00,4.661,0.012,-0.042,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420,,,,291.468660,40.343849
Kepler-1337 b,CONFIRMED,24.400437800,1.1420000e-04,-1.1420000e-04,0.9090,0.0070,-0.6330,2.98700,0.11300,-0.11300,8.6050e+02,4.830e+01,-4.830e+01,2.47,1.700e-01,-2.000e-01,0.1441,,,88.30,,,437.0,,,8.64,2.51,-2.17,4583.00,137.00,-137.00,4.606,0.052,-0.028,0.6740,0.0480,-0.0540,0.6690,0.0730,-0.0550,,,,287.009090,46.796101
Kepler-1338 b,CONFIRMED,0.935115863,2.6310000e-06,-2.6310000e-06,0.2430,0.2240,-0.2430,1.61720,0.07850,-0.07850,6.4800e+01,3.700e+00,-3.700e+00,1.05,1.600e-01,-1.700e-01,0.0193,,,86.81,,,2124.0,,,4811.82,2013.65,-1592.53,5874.00,79.00,-79.00,4.252,0.137,-0.112,1.2970,0.2070,-0.2070,1.0960,0.0780,-0.0780,,,,284.042330,41.699139
Kepler-1361 b,CONFIRMED,3.575514290,2.0790000e-05,-2.0790000e-05,0.4620,0.0050,-0.4470,2.36400,0.13600,-0.13600,9.2800e+01,6.600e+00,-6.600e+00,0.89,2.100e-01,-1.300e-01,0.0431,,,87.45,,,1061.0,,,299.19,214.20,-102.71,5213.00,157.00,-141.00,4.434,0.124,-0.201,0.9170,0.2150,-0.1320,0.8320,0.0930,-0.0620,,,,283.565310,46.904251
Kepler-1362 b,CONFIRMED,136.205112000,1.3840000e-03,-1.3840000e-03,0.4900,0.0640,-0.4170,5.56800,0.20000,-0.20000,1.2093e+03,7.020e+01,-7.020e+01,2.35,2.200e-01,-1.700e-01,0.4626,,,89.83,,,248.0,,,0.89,0.33,-0.23,4648.00,167.00,-167.00,4.631,0.032,-0.042,0.6750,0.0620,-0.0500,0.7110,0.0640,-0.0700,,,,288.538540,40.877110
Kepler-1363 b,CONFIRMED,2.941942960,1.3240000e-05,-1.3240000e-05,0.0300,0.4130,-0.0300,2.05600,0.12700,-0.12700,2.7800e+02,1.850e+01,-1.850e+01,1.22,1.000e-01,-1.200e-01,0.0363,,,89.85,,,988.0,,,225.15,71.17,-63.18,4901.00,146.00,-146.00,4.544,0.070,-0.056,0.7580,0.0620,-0.0750,0.7330,0.0830,-0.0600,,,,296.996550,49.256420
Kepler-129 c,CONFIRMED,82.200123900,3.9690000e-04,-3.9690000e-04,0.0010,0.3850,-0.0010,10.62700,0.10000,-0.10000,2.3390e+02,5.000e+00,-5.000e+00,2.57,1.300e-01,-1.800e-01,0.3988,,,90.00,,,525.0,,,17.96,2.87,-3.12,5758.00,77.00,-68.00,4.072,0.033,-0.027,1.7040,0.0830,-0.1180,1.2510,0.0530,-0.1410,,,,285.311250,47.848564
Kepler-1384 b,CONFIRMED,15.362605200,1.0320000e-04,-1.0320000e-04,0.2500,0.2060,-0.2500,3.73600,0.14800,-0.14800,4.6830e+02,2.730e+01,-2.730e+01,1.80,2.000e-01,-2.100e-01,0.1126,,,89.54,,,608.0,,,32.23,14.46,-10.38,5011.00,192.00,-174.00,4.484,0.105,-0.105,0.8510,0.0990,-0.0990,0.8060,0.0740,-0.0620,,,,296.215180,39.527050
Kepler-1315 b,CONFIRMED,0.843379985,8.5300000e-07,-8.5300000e-07,0.6960,0.0520,-0.4990,1.44740,0.02980,-0.02980,3.4330e+02,7.500e+00,-7.500e+00,1.70,1.700e-01,-1.800e-01,0.0163,,,78.23,,,1541.0,,,1329.99,492.11,-372.04,4818.00,143.00,-129.00,4.481,0.078,-0.585,0.8560,0.0890,-0.0890,0.8090,0.0470,-0.0420,,,,295.821440,46.053028
Kepler-126 b,CONFIRMED,10.495663030,2.6610000e-05,-2.6610000e-05,0.1600,0.2730,-0.1600,4.73560,0.05670,-0.05670,1.0610e+02,2.400e+00,-2.400e+00,1.34,8.000e-02,-5.000e-02,0.0958,,,89.46,,,1009.0,,,244.59,49.14,-32.26,6214.00,113.00,-87.00,4.238,0.033,-0.027,1.2970,0.0740,-0.0540,1.0590,0.0870,-0.0470,,,,289.347320,44.208511
Kepler-1339 b,CONFIRMED,1.341556420,3.5690000e-06,-3.5690000e-06,0.2590,0.1960,-0.2590,1.64620,0.06250,-0.06250,5.8200e+01,2.900e+00,-2.900e+00,0.74,1.100e-01,-6.000e-02,0.0234,,,87.56,,,1642.0,,,1715.26,696.96,-400.72,5779.00,104.00,-115.00,4.440,0.072,-0.117,0.9700,0.1400,-0.0860,0.9450,0.0620,-0.0620,,,,283.745820,48.373432
Kepler-1340 b,CONFIRMED,0.665025941,1.5340000e-06,-1.5340000e-06,0.4480,0.0150,-0.4480,1.75420,0.06630,-0.06630,1.0470e+02,4.700e+00,-4.700e+00,1.11,1.800e-01,-8.000e-02,0.0153,,,80.48,,,2174.0,,,5246.66,2093.36,-1017.36,5884.00,70.00,-79.00,4.408,0.063,-0.117,1.0700,0.1660,-0.0830,1.0700,0.0640,-0.0700,,,,296.232820,42.472790
Kepler-1364 b,CONFIRMED,13.321914610,8.4150000e-05,-8.4150000e-05,0.7840,0.1610,-0.5320,6.21300,0.13600,-0.13600,1.3350e+02,6.100e+00,-6.100e+00,2.88,5.800e-01,-8.100e-01,0.1284,,,85.72,,,1299.0,,,672.06,413.33,-368.97,6995.00,194.00,-243.00,3.925,0.227,-0.122,2.2740,0.4620,-0.6350,1.5840,0.1880,-0.2580,,,,295.152190,49.587601
Kepler-1365 b,CONFIRMED,7.699944660,4.9180000e-05,-4.9180000e-05,0.0180,0.4360,-0.0180,4.43200,0.16800,-0.16800,7.0900e+01,4.500e+00,-4.500e+00,0.92,1.400e-01,-1.400e-01,0.0750,,,89.92,,,969.0,,,208.61,89.36,-68.07,5727.00,115.00,-104.00,4.328,0.132,-0.108,1.1040,0.1640,-0.1640,0.9460,0.0790,-0.0570,,,,292.199710,42.046089
Kepler-1365 c,CONFIRMED,4.774660430,4.2010000e-05,-4.2010000e-05,0.0300,0.4330,-0.0300,3.80400,0.17300,-0.17300,5.4300e+01,3.900e+00,-3.900e+00,0.81,1.200e-01,-1.200e-01,0.0545,,,89.82,,,1137.0,,,395.06,169.23,-128.90,5727.00,115.00,-104.00,4.328,0.132,-0.108,1.1040,0.1640,-0.1640,0.9460,0.0790,-0.0570,,,,292.199710,42.046089
Kepler-127 c,CONFIRMED,29.393371610,7.2090000e-05,-7.2090000e-05,0.5120,0.3560,-0.3020,7.04450,0.06640,-0.06640,3.2700e+02,4.900e+00,-4.900e+00,2.50,7.000e-02,-5.000e-02,0.1995,,,88.95,,,698.0,,,55.98,7.91,-5.79,6075.00,122.00,-97.00,4.264,0.012,-0.012,1.3520,0.0360,-0.0300,1.2250,0.0550,-0.0400,,,,285.190000,46.027962
Kepler-1366 b,CONFIRMED,2.164570593,6.4230000e-06,-6.4230000e-06,0.3380,0.1010,-0.3380,1.28620,0.07190,-0.07190,5.2510e+02,3.220e+01,-3.220e+01,1.27,7.000e-02,-6.000e-02,0.0273,,,88.44,,,783.0,,,88.91,17.20,-15.49,3941.00,71.00,-78.00,4.713,0.025,-0.028,0.5540,0.0300,-0.0300,0.5780,0.0260,-0.0380,,,,285.064910,41.554871
Kepler-1385 b,CONFIRMED,2.888785830,1.7610000e-05,-1.7610000e-05,0.2420,0.2160,-0.2420,2.97700,0.17400,-0.17400,4.0900e+01,2.900e+00,-2.900e+00,0.84,1.600e-01,-1.400e-01,0.0415,,,88.09,,,1423.0,,,969.05,498.79,-340.50,5696.00,113.00,-101.00,4.247,0.130,-0.117,1.3310,0.2440,-0.2200,1.1390,0.0830,-0.1010,,,,282.631380,46.481110
Kepler-1316 b,CONFIRMED,87.972422700,5.1980000e-04,-5.1980000e-04,0.0150,0.3700,-0.0150,14.63800,0.14300,-0.14300,8.6670e+02,1.540e+01,-1.540e+01,3.39,5.200e-01,-5.200e-01,0.3859,,,89.98,,,446.0,,,9.37,4.02,-3.18,5837.00,105.00,-117.00,4.305,0.125,-0.112,1.1590,0.1780,-0.1780,0.9880,0.0820,-0.0670,,,,298.835880,40.293140
Kepler-1317 b,CONFIRMED,0.568874717,5.7000000e-07,-5.7000000e-07,0.0500,0.3990,-0.0500,1.21770,0.03040,-0.03040,3.7840e+02,9.400e+00,-9.400e+00,1.49,2.400e-01,-1.100e-01,0.0128,,,89.23,,,1796.0,,,2473.19,1305.74,-589.49,5223.00,171.00,-155.00,4.593,0.028,-0.105,0.7800,0.1240,-0.0570,0.8890,0.0560,-0.0960,,,,291.611880,42.115971
Kepler-507 b,CONFIRMED,3.568099612,7.1670000e-06,-7.1670000e-06,0.5310,0.0260,-0.4260,3.21310,0.04890,-0.04890,9.8400e+01,2.200e+00,-2.200e+00,1.36,2.300e-01,-2.300e-01,0.0473,,,85.83,,,1407.0,,,926.89,449.44,-339.57,6007.00,121.00,-121.00,4.232,0.143,-0.117,1.3340,0.2280,-0.2280,1.1070,0.1020,-0.0830,,,,297.018830,50.408981
Kepler-1341 A b,CONFIRMED,132.995550300,8.7340000e-04,-8.7340000e-04,0.7030,0.1970,-0.4880,7.43600,0.18000,-0.18000,1.2754e+03,4.950e+01,-4.950e+01,2.51,2.100e-01,-2.100e-01,0.4498,,,89.61,,,241.0,,,0.80,0.29,-0.22,4523.00,161.00,-161.00,4.636,0.032,-0.039,0.6590,0.0550,-0.0550,0.6870,0.0600,-0.0660,,,,280.511750,44.159351
Kepler-135 b,CONFIRMED,6.002548291,9.7010000e-06,-9.7010000e-06,0.9140,0.0950,-0.6910,4.16280,0.07130,-0.07130,2.0200e+02,3.100e+00,-3.100e+00,2.33,3.800e-01,-2.900e-01,0.0697,,,79.39,,,1209.0,,,504.79,234.03,-148.72,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970,,,,290.495120,38.795479
Kepler-135 c,CONFIRMED,11.448658230,8.1660000e-05,-8.1660000e-05,0.8240,0.1410,-0.5940,4.95300,0.14500,-0.14500,7.5200e+01,3.700e+00,-3.700e+00,1.32,2.200e-01,-1.600e-01,0.1072,,,85.42,,,975.0,,,213.39,98.94,-62.86,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970,,,,290.495120,38.795479
Kepler-516 b,CONFIRMED,24.854665040,5.6370000e-05,-5.6370000e-05,0.7460,0.0090,-0.5370,9.18200,0.11000,-0.11000,7.7620e+02,9.700e+00,-9.700e+00,7.61,1.380e+00,-2.560e+00,0.1992,,,87.08,,,1095.0,,,339.33,181.21,-208.74,6967.00,167.00,-229.00,3.864,0.259,-0.111,2.5270,0.4580,-0.8510,1.7000,0.1490,-0.3490,,,,295.608800,38.735741
Kepler-517 A b,CONFIRMED,60.928188660,7.9660000e-05,-7.9660000e-05,0.0090,0.4120,-0.0090,6.33360,0.05010,-0.05010,7.5560e+02,7.300e+00,-7.300e+00,2.78,3.900e-01,-3.800e-01,0.2897,,,89.99,,,467.0,,,11.28,4.55,-3.50,5638.00,113.00,-101.00,4.359,0.132,-0.096,1.0230,0.1420,-0.1420,0.8710,0.0710,-0.0430,,,,293.675320,41.295361
Kepler-518 b,CONFIRMED,8.512037736,6.4750000e-06,-6.4750000e-06,0.0050,0.4090,-0.0050,2.18610,0.02210,-0.02210,5.9780e+02,6.500e+00,-6.500e+00,2.14,3.000e-01,-1.100e-01,0.0810,,,89.99,,,839.0,,,117.11,44.92,-20.35,5767.00,92.00,-126.00,4.538,0.021,-0.119,0.8810,0.1230,-0.0440,0.9790,0.0480,-0.0890,,,,287.089970,41.373878
Kepler-537 b,CONFIRMED,3.247548814,5.9080000e-06,-5.9080000e-06,0.3100,0.1430,-0.3100,2.51460,0.04440,-0.04440,2.0970e+02,4.700e+00,-4.700e+00,1.41,2.000e-01,-7.000e-02,0.0442,,,88.14,,,1181.0,,,460.67,186.50,-78.75,5703.00,103.00,-125.00,4.498,0.021,-0.119,0.9750,0.1400,-0.0470,1.0910,0.0400,-0.0860,,,,289.880650,51.277081
Kepler-1408 b,CONFIRMED,2.997929260,2.7770000e-05,-2.7770000e-05,0.4030,0.0920,-0.3740,4.39800,0.22200,-0.22200,4.5400e+01,3.400e+00,-3.400e+00,1.12,2.000e-01,-3.000e-01,0.0425,,,85.24,,,1616.0,,,1611.51,740.37,-785.46,5888.00,79.00,-79.00,4.061,0.238,-0.102,1.6450,0.2900,-0.4350,1.1360,0.1220,-0.1000,,,,282.699950,45.425770
Kepler-1410 b,CONFIRMED,60.866097400,6.4970000e-04,-6.4970000e-04,0.0040,0.4630,-0.0040,4.39700,0.23800,-0.23800,7.1430e+02,5.370e+01,-5.370e+01,1.39,7.000e-02,-1.000e-01,0.2465,,,90.00,,,244.0,,,0.84,0.17,-0.16,3808.00,69.00,-76.00,4.734,0.033,-0.027,0.5220,0.0280,-0.0350,0.5390,0.0300,-0.0370,,,,290.510190,38.743542
Kepler-92 b,CONFIRMED,13.748830590,1.2950000e-05,-1.2950000e-05,0.6580,0.1530,-0.4330,6.09680,0.04250,-0.04250,4.2590e+02,2.900e+00,-2.900e+00,3.63,2.600e-01,-1.800e-01,0.1174,,,87.19,,,975.0,,,213.84,47.92,-30.83,5862.00,97.00,-80.00,4.050,0.033,-0.027,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530,,,,289.086060,41.562958
Kepler-99 B b,CONFIRMED,4.603575293,4.6680000e-06,-4.6680000e-06,0.2460,0.1890,-0.2460,2.34990,0.02610,-0.02610,4.4040e+02,6.300e+00,-6.300e+00,1.51,8.000e-02,-6.000e-02,0.0503,,,89.05,,,810.0,,,101.65,20.20,-15.28,4783.00,95.00,-95.00,4.602,0.014,-0.046,0.7410,0.0390,-0.0300,0.8050,0.0290,-0.0460,,,,297.354000,41.300049
Kepler-519 A b,CONFIRMED,24.307843230,5.8510000e-05,-5.8510000e-05,0.4250,0.0580,-0.4010,2.60540,0.06570,-0.06570,6.7710e+02,2.230e+01,-2.230e+01,2.14,2.100e-01,-9.000e-02,0.1594,,,89.63,,,532.0,,,18.87,5.73,-2.87,5313.00,106.00,-106.00,4.571,0.015,-0.085,0.8200,0.0800,-0.0340,0.9130,0.0370,-0.0640,,,,299.319550,41.384640
Kepler-520 b,CONFIRMED,19.674097030,6.2400000e-05,-6.2400000e-05,0.9140,0.0230,-0.6710,3.75350,0.05200,-0.05200,2.0490e+02,5.700e+00,-5.700e+00,1.78,2.900e-01,-1.500e-01,0.1440,,,87.05,,,711.0,,,60.37,27.99,-13.75,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680,,,,293.180330,41.617760
Kepler-101 b,CONFIRMED,3.487688776,1.1050000e-06,-1.1050000e-06,0.0260,0.2050,-0.0260,3.83661,0.00947,-0.00947,1.2988e+03,4.100e+00,-4.100e+00,5.64,8.300e-01,-1.350e+00,0.0461,,,89.79,,,1445.0,,,1033.07,439.91,-478.15,5576.00,112.00,-101.00,4.065,0.196,-0.084,1.5930,0.2350,-0.3820,1.0740,0.1080,-0.0970,,,,283.255490,48.355232
Kepler-538 A b,CONFIRMED,81.737872000,1.0240000e-04,-1.0240000e-04,0.0200,0.3470,-0.0200,6.69230,0.04020,-0.04020,6.2880e+02,5.100e+00,-5.100e+00,2.16,2.500e-01,-1.500e-01,0.3539,,,89.99,,,385.0,,,5.20,1.79,-1.03,5559.00,110.00,-110.00,4.502,0.052,-0.090,0.8730,0.1000,-0.0590,0.8820,0.0550,-0.0550,,,,297.486910,49.623451
Kepler-1656 b,CONFIRMED,31.578651216,7.2770000e-06,-7.2770000e-06,0.0400,0.2590,-0.0400,2.12791,0.00922,-0.00922,2.1254e+03,8.000e+00,-8.000e+00,4.52,6.800e-01,-3.600e-01,0.1949,,,89.98,,,570.0,,,24.94,10.54,-5.50,5733.00,104.00,-115.00,4.442,0.063,-0.117,0.9900,0.1490,-0.0800,0.9870,0.0620,-0.0680,,,,284.472170,39.911812
Kepler-144 b,CONFIRMED,5.885273640,1.4740000e-05,-1.4740000e-05,0.6220,0.3030,-0.4010,1.95310,0.06450,-0.06450,1.1270e+02,4.800e+00,-4.800e+00,1.59,2.900e-01,-3.100e-01,0.0653,,,88.06,,,1253.0,,,583.47,305.64,-238.46,6070.00,134.00,-122.00,4.157,0.168,-0.112,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920,,,,281.915680,42.775509
Kepler-1411 b,CONFIRMED,86.116088500,9.0810000e-04,-9.0810000e-04,0.0160,0.4240,-0.0160,6.05800,0.20000,-0.20000,8.7520e+02,5.540e+01,-5.540e+01,3.11,1.060e+00,-3.500e-01,0.4001,,,89.99,,,441.0,,,8.93,9.19,-2.92,6161.00,193.00,-236.00,4.454,0.054,-0.216,1.0530,0.3570,-0.1190,1.1500,0.1530,-0.1530,,,,286.361570,42.963921
Kepler-1412 b,CONFIRMED,3.614603320,2.4360000e-05,-2.4360000e-05,0.0260,0.4310,-0.0260,3.22700,0.18500,-0.18500,4.3900e+01,3.300e+00,-3.300e+00,0.90,1.500e-01,-1.900e-01,0.0461,,,89.83,,,1397.0,,,900.38,413.59,-384.05,5799.00,117.00,-105.00,4.161,0.188,-0.101,1.3750,0.2210,-0.2950,0.9990,0.0890,-0.0800,,,,292.180110,49.202480
Kepler-130 A b,CONFIRMED,8.457448920,2.8310000e-05,-2.8310000e-05,0.4940,0.0440,-0.4230,3.28930,0.07700,-0.07700,7.7400e+01,2.700e+00,-2.700e+00,1.02,5.000e-02,-4.000e-02,0.0799,,,88.36,,,982.0,,,220.05,31.36,-28.07,5903.00,70.00,-79.00,4.304,0.020,-0.018,1.1370,0.0500,-0.0460,0.9500,0.0680,-0.0610,,,,288.450650,40.245327
Kepler-1424 b,CONFIRMED,29.609905500,5.1690000e-04,-5.1690000e-04,0.9840,0.0190,-0.6870,7.43300,0.25200,-0.25200,1.2010e+02,9.000e+00,-9.000e+00,1.74,2.600e-01,-2.400e-01,0.1861,,,82.54,,,629.0,,,37.12,15.56,-11.47,5812.00,104.00,-116.00,4.329,0.126,-0.115,1.1220,0.1680,-0.1510,0.9770,0.0810,-0.0660,,,,290.991670,40.229321
Kepler-520 c,CONFIRMED,5.211045970,1.3660000e-05,-1.3660000e-05,0.8330,0.1020,-0.6250,3.34470,0.06350,-0.06350,1.0270e+02,3.100e+00,-3.100e+00,1.18,1.900e-01,-1.000e-01,0.0594,,,83.02,,,1107.0,,,354.82,164.45,-80.86,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680,,,,293.180330,41.617760
Kepler-136 A b,CONFIRMED,11.578909260,1.7930000e-05,-1.7930000e-05,0.3590,0.0910,-0.3590,2.72070,0.03900,-0.03900,2.4340e+02,4.900e+00,-4.900e+00,2.06,3.600e-01,-2.700e-01,0.1062,,,89.33,,,951.0,,,193.48,93.81,-59.93,6156.00,111.00,-136.00,4.284,0.099,-0.121,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970,,,,296.467320,42.598785
Kepler-144 c,CONFIRMED,10.104631420,3.5720000e-05,-3.5720000e-05,0.5710,0.3640,-0.3540,2.36900,0.08800,-0.08800,1.1460e+02,5.300e+00,-5.300e+00,1.59,2.900e-01,-3.200e-01,0.0937,,,88.79,,,1046.0,,,283.38,148.44,-115.82,6070.00,134.00,-122.00,4.157,0.168,-0.112,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920,,,,281.915680,42.775509
Kepler-145 c,CONFIRMED,42.882479510,8.0660000e-05,-8.0660000e-05,0.3910,0.0340,-0.3780,9.74710,0.05540,-0.05540,4.0890e+02,4.000e+00,-4.000e+00,3.61,2.500e-01,-1.600e-01,0.2578,,,89.29,,,709.0,,,59.60,12.71,-9.19,6143.00,97.00,-110.00,4.039,0.030,-0.030,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640,,,,291.387760,44.529110
Kepler-63 b,CONFIRMED,9.434141710,2.1360000e-05,-2.1360000e-05,0.5380,0.0460,-0.4340,2.81120,0.07750,-0.07750,3.9770e+03,1.160e+02,-1.160e+02,5.73,7.800e-01,-3.300e-01,0.0858,,,88.68,,,791.0,,,92.39,35.49,-16.67,5578.00,100.00,-111.00,4.518,0.035,-0.105,0.8860,0.1200,-0.0510,0.9430,0.0510,-0.0690,,,,289.226170,49.548199
Kepler-145 b,CONFIRMED,22.950622780,9.9270000e-05,-9.9270000e-05,0.7480,0.1620,-0.5390,4.48140,0.09930,-0.09930,1.2980e+02,4.300e+00,-4.300e+00,2.17,1.500e-01,-1.000e-01,0.1699,,,88.39,,,873.0,,,137.23,29.26,-21.17,6143.00,97.00,-110.00,4.039,0.030,-0.030,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640,,,,291.387760,44.529110
Kepler-539 b,CONFIRMED,125.629147900,2.4050000e-04,-2.4050000e-04,0.4710,0.0840,-0.2610,9.10800,0.10300,-0.10300,7.8416e+03,6.110e+01,-6.110e+01,10.02,1.470e+00,-1.330e+00,0.4865,,,89.74,,,388.0,,,5.35,2.03,-1.56,5819.00,69.00,-87.00,4.334,0.132,-0.108,1.1110,0.1630,-0.1480,0.9720,0.0730,-0.0510,,,,299.122440,41.866760
Kepler-431 d,CONFIRMED,11.921603500,1.1780000e-04,-1.1780000e-04,0.9290,0.0400,-0.6640,5.00900,0.20500,-0.20500,4.3200e+01,3.100e+00,-3.100e+00,0.87,1.500e-01,-6.000e-02,0.1049,,,82.51,,,851.0,,,123.89,52.32,-22.66,6006.00,72.00,-84.00,4.403,0.054,-0.117,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700,,,,281.112340,43.227791
